Epoch	AverageEp_ret	StdEp_ret	MaxEp_ret	MinEp_ret	AverageEp_fairness	StdEp_fairness	MaxEp_fairness	MinEp_fairness	Ep_tx	EP_new	Ep_waiting	Ep_capacity	Ep_rbgused	Ep_bler	Ep_interf	LossPi	LossV	DeltaLossPi	DeltaLossV	AverageVVAL	StdVVAL	MaxVVAL	MinVVAL	Ep_rbginterf
63	27.328056	0.0	27.328056	27.328056	0.0	0.0	0.0	0.0	1431046.1	6398663.0	4967617.0	0.0	1770.0	0.0	10.938967	-1.9311905e-07	0.02036197	-0.0104229	-0.017730838	54.039474	8.217109e-06	54.039467	54.03945	11.217439
64	27.513012	0.0	27.513012	27.513012	0.0	0.0	0.0	0.0	1440734.1	6398663.0	4957929.0	0.0	1770.0	0.0	11.026349	-2.7418136e-07	0.04397939	-0.00081645494	-0.03882207	54.170235	8.444193e-06	54.170227	54.170208	11.304821
65	27.642141	0.0	27.642141	27.642141	0.0	0.0	0.0	0.0	1447614.1	6398663.0	4951049.0	0.0	1770.0	0.0	11.072119	-7.987022e-07	0.047071	-0.003303106	-0.040380817	54.36524	1.125174e-05	54.36525	54.36523	11.350591
66	27.729925	0.0	27.729925	27.729925	0.0	0.0	0.0	0.0	1452318.1	6398663.0	4946345.0	0.0	1770.0	0.0	11.176949	-3.576279e-08	0.050202284	0.0035600306	-0.04359079	54.565536	4.349424e-06	54.56554	54.56552	11.4554205
67	27.809925	0.0	27.809925	27.809925	0.0	0.0	0.0	0.0	1456814.1	6398663.0	4941849.0	0.0	1770.0	0.0	11.359159	-1.001358e-07	0.06256687	-0.014798255	-0.0542785	54.7749	2.6428997e-06	54.7749	54.774883	11.637631
68	27.763079	0.0	27.763079	27.763079	0.0	0.0	0.0	0.0	1454318.1	6398663.0	4944345.0	0.0	1770.0	0.0	11.355429	-7.390976e-08	0.02734071	-0.019856183	-0.024035465	55.009712	4.349424e-06	55.009716	55.009697	11.617697
69	27.79667	0.0	27.79667	27.79667	0.0	0.0	0.0	0.0	1455806.1	6398663.0	4942857.0	0.0	1770.0	0.0	11.327317	2.193451e-07	0.01697684	-0.021158224	-0.015359072	55.16666	2.1579185e-06	55.16666	55.166645	11.587786
70	27.798874	0.0	27.798874	27.798874	0.0	0.0	0.0	0.0	1455726.1	6398663.0	4942937.0	0.0	1770.0	0.0	11.291151	-4.7564507e-07	0.008844998	-0.02832194	-0.007976604	55.29257	4.6407795e-06	55.292572	55.29255	11.551619
71	27.917397	0.0	27.917397	27.917397	0.0	0.0	0.0	0.0	1462014.1	6398663.0	4936649.0	0.0	1770.0	0.0	11.569683	7.8678134e-08	0.012412515	-0.008116519	-0.010376721	55.383556	1.265192e-05	55.383545	55.383522	11.830152
72	28.018147	0.0	28.018147	28.018147	0.0	0.0	0.0	0.0	1467382.1	6398663.0	4931281.0	0.0	1770.0	0.0	11.653246	-2.670288e-07	0.020408735	-0.024682203	-0.017301476	55.487484	1.7589024e-05	55.487503	55.48748	11.913713
73	28.15997	0.0	28.15997	28.15997	0.0	0.0	0.0	0.0	1474902.1	6398663.0	4923761.0	0.0	1770.0	0.0	11.650353	1.4305114e-08	0.03608619	0.006787777	-0.033156544	55.621864	8.946258e-06	55.621857	55.621834	11.910822
74	28.234894	0.0	28.234894	28.234894	0.0	0.0	0.0	0.0	1478894.1	6398663.0	4919769.0	0.0	1770.0	0.0	11.623957	-4.4107438e-07	0.034705635	0.00468941	-0.031341083	55.807926	8.698848e-06	55.80792	55.807896	11.884424
75	28.358618	0.0	28.358618	28.358618	0.0	0.0	0.0	0.0	1485486.1	6398663.0	4913177.0	0.0	1770.0	0.0	11.611957	-4.1246415e-07	0.048488844	-0.013508372	-0.04346364	55.98873	3.7376246e-06	55.988735	55.988716	11.872424
76	28.367176	0.0	28.367176	28.367176	0.0	0.0	0.0	0.0	1486150.1	6398663.0	4912513.0	0.0	1770.0	0.0	11.600377	-5.4836274e-08	0.0320505	-0.017450724	-0.02931904	56.201427	6.651152e-06	56.201424	56.2014	11.862644
77	28.50511	0.0	28.50511	28.50511	0.0	0.0	0.0	0.0	1493374.1	6398663.0	4905289.0	0.0	1770.0	0.0	11.740981	-7.2717665e-07	0.038135733	-0.0022405959	-0.035042144	56.37584	8.217109e-06	56.37583	56.375816	12.002107
78	28.610687	0.0	28.610687	28.610687	0.0	0.0	0.0	0.0	1498958.1	6398663.0	4899705.0	0.0	1770.0	0.0	11.854078	-1.1920929e-07	0.03630835	-0.03329474	-0.032620117	56.566036	1.134191e-05	56.566048	56.566032	12.131409
79	28.591564	0.0	28.591564	28.591564	0.0	0.0	0.0	0.0	1497622.1	6398663.0	4901041.0	0.0	1770.0	0.0	11.849581	-2.9563904e-07	0.019271342	-0.03343393	-0.017465219	56.74909	1.1380335e-05	56.7491	56.74908	12.1298
80	28.696907	0.0	28.696907	28.696907	0.0	0.0	0.0	0.0	1503094.1	6398663.0	4895569.0	0.0	1770.0	0.0	11.96159	-7.5101855e-07	0.024130777	-0.012506109	-0.02131478	56.882637	4.6407795e-06	56.882633	56.882618	12.225605
81	28.712925	0.0	28.712925	28.712925	0.0	0.0	0.0	0.0	1504014.1	6398663.0	4894649.0	0.0	1770.0	0.0	11.778126	1.13248824e-07	0.01676443	-0.009501724	-0.01444968	57.029648	1.5866572e-05	57.029633	57.029613	12.041
82	28.824625	0.0	28.824625	28.824625	0.0	0.0	0.0	0.0	1509638.1	6398663.0	4889025.0	0.0	1770.0	0.0	11.827712	8.8214875e-08	0.016698334	-0.049395595	-0.01456251	57.15027	8.444193e-06	57.15026	57.15024	12.106791
83	28.871674	0.0	28.871674	28.871674	0.0	0.0	0.0	0.0	1512230.1	6398663.0	4886433.0	0.0	1770.0	0.0	11.962156	-4.529953e-08	0.023693511	0.014652262	-0.022164099	57.27092	4.6407795e-06	57.270916	57.2709	12.266934
84	29.040764	0.0	29.040764	29.040764	0.0	0.0	0.0	0.0	1521078.1	6398663.0	4877585.0	0.0	1770.0	0.0	12.342829	5.1736833e-07	0.03416748	-0.0011052728	-0.031137036	57.41926	4.6407795e-06	57.419254	57.41924	12.648748
85	29.183033	0.0	29.183033	29.183033	0.0	0.0	0.0	0.0	1528366.1	6398663.0	4870297.0	0.0	1770.0	0.0	12.565524	-3.4809113e-07	0.038135346	-0.014230968	-0.033984978	57.594513	3.236878e-06	57.594513	57.59449	12.871443
86	29.217108	0.0	29.217108	29.217108	0.0	0.0	0.0	0.0	1530206.1	6398663.0	4868457.0	0.0	1770.0	0.0	12.56793	-5.245209e-07	0.029196767	-0.023404595	-0.026068421	57.77708	3.1916047e-06	57.777084	57.777065	12.856907
87	29.233004	0.0	29.233004	29.233004	0.0	0.0	0.0	0.0	1531078.1	6398663.0	4867585.0	0.0	1770.0	0.0	12.479564	8.583069e-08	0.018236592	-0.05677431	-0.016220607	57.936573	2.6973983e-06	57.936573	57.936554	12.76854
88	29.258787	0.0	29.258787	29.258787	0.0	0.0	0.0	0.0	1532542.1	6398663.0	4866121.0	0.0	1770.0	0.0	12.5098915	-6.67572e-08	0.015369923	-0.07035603	-0.013503344	58.06212	4.1085545e-06	58.062122	58.062107	12.801463
89	29.312086	0.0	29.312086	29.312086	0.0	0.0	0.0	0.0	1535198.1	6398663.0	4863465.0	0.0	1770.0	0.0	12.491907	-4.839897e-07	0.0095245745	-0.05397981	-0.008133544	58.176495	7.6293945e-06	58.176502	58.176487	12.796685
90	29.412462	0.0	29.412462	29.412462	0.0	0.0	0.0	0.0	1540238.1	6398663.0	4858425.0	0.0	1770.0	0.0	12.614549	-4.2200088e-07	0.016853955	0.060597736	-0.014897999	58.265186	4.6407795e-06	58.265182	58.265167	12.93643
91	29.65772	0.0	29.65772	29.65772	0.0	0.0	0.0	0.0	1552998.1	6398663.0	4845665.0	0.0	1770.0	0.0	12.76734	1.0967255e-07	0.04738374	0.052379396	-0.039243884	58.385178	5.340576e-06	58.385174	58.38515	13.091021
92	29.796667	0.0	29.796667	29.796667	0.0	0.0	0.0	0.0	1560278.1	6398663.0	4838385.0	0.0	1770.0	0.0	12.950441	-2.5749208e-07	0.05229447	0.02356128	-0.043099135	58.57998	7.6293945e-06	58.579987	58.57997	13.274122
93	29.970995	0.0	29.970995	29.970995	0.0	0.0	0.0	0.0	1569382.1	6398663.0	4829281.0	0.0	1770.0	0.0	13.175517	2.4318695e-07	0.061895546	0.00518121	-0.047799844	58.784336	4.349424e-06	58.78434	58.78432	13.499198
94	30.13664	0.0	30.13664	30.13664	0.0	0.0	0.0	0.0	1578046.1	6398663.0	4820617.0	0.0	1770.0	0.0	13.288002	9.298324e-08	0.07972603	-0.010732411	-0.06425655	58.999878	4.6407795e-06	58.999874	58.99986	13.611683
95	30.17583	0.0	30.17583	30.17583	0.0	0.0	0.0	0.0	1580134.1	6398663.0	4818529.0	0.0	1770.0	0.0	13.226503	-4.9114226e-07	0.05927873	0.013735092	-0.048549883	59.250233	1.134191e-05	59.250244	59.25023	13.550184
96	30.160215	0.0	30.160215	30.160215	0.0	0.0	0.0	0.0	1579302.1	6398663.0	4819361.0	0.0	1770.0	0.0	13.0194845	-3.4093856e-07	0.035878852	0.002974589	-0.029676238	59.468384	1.5105431e-05	59.4684	59.468384	13.343165
97	30.149553	0.0	30.149553	30.149553	0.0	0.0	0.0	0.0	1578734.1	6398663.0	4819929.0	0.0	1770.0	0.0	12.985551	3.004074e-07	0.018729731	-0.014674943	-0.015181722	59.639454	1.1941892e-05	59.639442	59.639427	13.309232
98	30.213669	0.0	30.213669	30.213669	0.0	0.0	0.0	0.0	1582150.1	6398663.0	4816513.0	0.0	1770.0	0.0	13.099956	3.004074e-07	0.021096554	-0.019923462	-0.017054211	59.762188	2.6973983e-06	59.762188	59.76217	13.423636
99	30.188688	0.0	30.188688	30.188688	0.0	0.0	0.0	0.0	1580846.1	6398663.0	4817817.0	0.0	1770.0	0.0	13.193505	3.004074e-07	0.011643415	-0.025620962	-0.009807126	59.892696	4.349424e-06	59.8927	59.89268	13.517186
100	30.208017	0.0	30.208017	30.208017	0.0	0.0	0.0	0.0	1581782.1	6398663.0	4816881.0	0.0	1770.0	0.0	13.456091	-8.583069e-08	0.006787162	-0.005631044	-0.005594404	59.992027	4.6407795e-06	59.992023	59.99201	13.779772
